Date,Region,PropertyType,Number of establishments,Daily Capacity (stay-units available),Available monthly stay unit capacity,Occupancy rate (%),Total guest nights,Guest arrivals,Stay unit nights occupied,Domestic guest nights,International guest nights 
1/09/2016,Timaru,Motels,26.00,376.00,11280.00,59.60,11126.00,6846.00,6723.00,0.00,0.00
1/04/2017,Waitaki,Motels,22.00,296.00,8880.00,75.72,10921.00,8096.00,6724.00,0.00,0.00
1/10/2004,Coromandel,Motels,58.00,589.00,18259.00,36.83,13851.00,8797.00,6724.00,0.00,0.00
1/12/2005,Dunedin,Holiday Parks,7.00,619.00,19189.00,35.05,16508.00,10199.00,6725.00,0.00,0.00
1/09/2011,Wanaka,Backpackers,8.00,613.00,18390.00,36.57,8477.00,4160.00,6726.00,0.00,0.00
1/07/2006,Wanaka,Hotels,8.00,319.00,9889.00,68.01,13579.00,5905.00,6726.00,0.00,0.00
1/02/2014,Waitaki,Motels,23.00,299.00,8372.00,80.34,12741.00,8933.00,6726.00,0.00,0.00
1/06/2019,Manawatu,Hotels,14.00,478.00,14340.00,46.91,10037.00,6981.00,6727.00,0.00,0.00
1/11/2017,Coromandel,Backpackers,15.00,723.00,21690.00,31.02,8213.00,5046.00,6728.00,0.00,0.00
1/06/2015,Manawatu,Hotels,18.00,529.00,15870.00,42.40,9141.00,5665.00,6728.00,0.00,0.00
1/03/2010,Hurunui,Motels,24.00,372.00,11532.00,58.36,14529.00,9495.00,6730.00,0.00,0.00
1/05/2016,Waikato,Backpackers,13.00,802.00,24862.00,27.08,7325.00,3067.00,6733.00,0.00,0.00
1/04/2013,Taupo,Hotels,9.00,532.00,15960.00,42.19,14088.00,8579.00,6733.00,0.00,0.00
1/01/2013,Dunedin,Holiday Parks,6.00,553.00,17143.00,39.28,17207.00,7743.00,6734.00,0.00,0.00
1/07/2005,Wanaka,Backpackers,9.00,433.00,13423.00,50.18,8926.00,3650.00,6736.00,0.00,0.00
1/08/2011,Manawatu,Hotels,20.00,545.00,16895.00,39.87,9023.00,5241.00,6736.00,0.00,0.00
1/09/2014,Bay of Plenty ,Hotels,8.00,467.00,14010.00,48.08,11038.00,5791.00,6736.00,0.00,0.00
1/10/2017,Wanaka,Motels,20.00,337.00,10447.00,64.48,16627.00,8358.00,6736.00,0.00,0.00
1/07/2004,Wanaka,Motels,21.00,280.00,8680.00,77.62,17015.00,6397.00,6737.00,0.00,0.00
1/01/2018,Ruapehu,Hotels,9.00,402.00,12462.00,54.06,17237.00,10972.00,6737.00,0.00,0.00
1/02/2018,Central Otago,Holiday Parks,9.00,2020.00,56560.00,11.91,15354.00,5768.00,6738.00,0.00,0.00
1/01/2013,Southland,Backpackers,13.00,485.00,15035.00,44.82,8781.00,6331.00,6738.00,0.00,0.00
1/12/2012,Timaru,Motels,27.00,367.00,11377.00,59.22,12117.00,7798.00,6738.00,0.00,0.00
1/12/2011,Waitaki,Holiday Parks,11.00,3633.00,112623.00,5.98,18241.00,7990.00,6739.00,0.00,0.00
1/02/2015,Central Otago,Holiday Parks,10.00,2386.00,66808.00,10.09,14880.00,5553.00,6742.00,0.00,0.00
1/08/2018,Timaru,Motels,26.00,395.00,12245.00,55.06,9978.00,5828.00,6742.00,0.00,0.00
1/10/2014,Gisborne,Motels,34.00,510.00,15810.00,42.64,11514.00,7078.00,6742.00,0.00,0.00
1/02/2012,Hurunui,Motels,28.00,403.00,11687.00,57.69,14614.00,9881.00,6742.00,0.00,0.00
1/05/2002,Marlborough,Backpackers,20.00,678.00,21018.00,32.08,7205.00,4371.00,6743.00,0.00,0.00
1/10/2012,Bay of Plenty ,Hotels,9.00,479.00,14849.00,45.41,10861.00,6622.00,6743.00,0.00,0.00
1/08/2008,Taupo,Hotels,10.00,500.00,15500.00,43.50,11618.00,7874.00,6743.00,0.00,0.00
1/01/2017,Waitaki,Hotels,10.00,423.00,13113.00,51.42,12679.00,10778.00,6743.00,0.00,0.00
1/02/2016,Gisborne,Holiday Parks,9.00,1483.00,43007.00,15.68,13595.00,4076.00,6745.00,0.00,0.00
1/01/2003,Waikato,Backpackers,14.00,504.00,15624.00,43.17,7177.00,4477.00,6745.00,0.00,0.00
1/09/2013,Ruapehu,Backpackers,15.00,982.00,29460.00,22.89,8863.00,4707.00,6745.00,0.00,0.00
1/12/2017,Ruapehu,Backpackers,13.00,904.00,28024.00,24.07,8968.00,5029.00,6745.00,0.00,0.00
1/10/2018,MaCkenzie,Holiday Parks,5.00,717.00,22227.00,30.35,17059.00,13636.00,6745.00,0.00,0.00
1/10/2012,Waikato,Backpackers,13.00,719.00,22289.00,30.27,7456.00,3656.00,6747.00,0.00,0.00
1/11/2010,Southland,Hotels,19.00,435.00,13050.00,51.70,9339.00,5904.00,6747.00,0.00,0.00
1/12/2014,Ruapehu,Hotels,10.00,539.00,16709.00,40.38,12588.00,6271.00,6747.00,0.00,0.00
1/05/2009,Rotorua,Holiday Parks,12.00,1724.00,53444.00,12.62,15007.00,7009.00,6747.00,0.00,0.00
1/10/2009,Wanaka,Backpackers,8.00,646.00,20026.00,33.70,7146.00,3456.00,6749.00,0.00,0.00
1/11/2010,Ruapehu,Hotels,11.00,517.00,15510.00,43.52,9097.00,5086.00,6750.00,0.00,0.00
1/02/2017,Waitaki,Motels,22.00,296.00,8288.00,81.45,13143.00,9220.00,6750.00,0.00,0.00
1/08/2017,MaCkenzie,Motels,20.00,557.00,17267.00,39.09,16144.00,11344.00,6750.00,0.00,0.00
1/07/2016,Hawke's Bay,Backpackers,17.00,858.00,26598.00,25.39,6990.00,1485.00,6752.00,0.00,0.00
1/03/2009,Marlborough,Hotels,16.00,346.00,10726.00,62.96,12206.00,7688.00,6753.00,0.00,0.00
1/05/2009,Waikato,Backpackers,15.00,591.00,18321.00,36.86,7165.00,4500.00,6754.00,0.00,0.00
1/06/2007,Manawatu,Hotels,22.00,570.00,17100.00,39.50,8862.00,4806.00,6755.00,0.00,0.00
1/01/2012,Marlborough,Hotels,17.00,379.00,11749.00,57.49,13032.00,8342.00,6755.00,0.00,0.00
1/11/2003,Marlborough,Holiday Parks,18.00,1326.00,39780.00,16.98,13178.00,8856.00,6755.00,0.00,0.00
1/02/2014,Taranaki,Hotels,15.00,463.00,12964.00,52.12,10128.00,6073.00,6756.00,0.00,0.00
1/03/2017,Southland,Hotels,18.00,476.00,14756.00,45.78,11680.00,7910.00,6756.00,0.00,0.00
1/09/2018,West Coast,Holiday Parks,20.00,1509.00,45270.00,14.92,15775.00,8754.00,6756.00,0.00,0.00
1/03/2007,Wanaka,Holiday Parks,5.00,1208.00,37448.00,18.04,16000.00,10099.00,6756.00,0.00,0.00
1/03/2009,Hurunui,Motels,25.00,393.00,12183.00,55.45,15130.00,10443.00,6756.00,0.00,0.00
1/09/2019,West Coast,Holiday Parks,20.00,1535.00,46050.00,14.68,15031.00,7425.00,6758.00,0.00,0.00
1/07/2007,Ruapehu,Motels,24.00,591.00,18321.00,36.89,19208.00,8121.00,6758.00,0.00,0.00
1/07/2017,Ruapehu,Motels,24.00,520.00,16120.00,41.92,16551.00,8690.00,6758.00,0.00,0.00
1/07/2008,Marlborough,Backpackers,22.00,850.00,26350.00,25.65,7697.00,3830.00,6759.00,0.00,0.00
1/04/2008,Taupo,Holiday Parks,9.00,1218.00,36540.00,18.50,15095.00,9158.00,6759.00,0.00,0.00
1/09/2018,Timaru,Motels,27.00,402.00,12060.00,56.05,10716.00,6420.00,6760.00,0.00,0.00
1/07/2012,Marlborough,Backpackers,19.00,826.00,25606.00,26.40,7494.00,3026.00,6761.00,0.00,0.00
1/10/2006,Dunedin,Backpackers,12.00,532.00,16492.00,41.00,7244.00,4206.00,6761.00,0.00,0.00
1/08/2011,Nelson-Tasman,Holiday Parks,21.00,3670.00,113770.00,5.94,13183.00,5565.00,6761.00,0.00,0.00
1/02/2012,Southland,Hotels,19.00,473.00,13717.00,49.29,10087.00,5937.00,6761.00,0.00,0.00
1/11/2009,Dunedin,Backpackers,11.00,516.00,15480.00,43.69,7101.00,4280.00,6764.00,0.00,0.00
1/12/2013,Timaru,Motels,28.00,377.00,11687.00,57.88,11772.00,7662.00,6764.00,0.00,0.00
1/06/2003,Canterbury,Holiday Parks,36.00,4326.00,129780.00,5.21,14656.00,8427.00,6764.00,0.00,0.00
1/07/2005,Taupo,Holiday Parks,10.00,1482.00,45942.00,14.72,15365.00,9123.00,6764.00,0.00,0.00
1/08/2001,Taupo,Backpackers,11.00,633.00,19623.00,34.47,7143.00,4164.00,6765.00,0.00,0.00
1/12/2004,Kapiti-Horowhenua,Holiday Parks,9.00,1465.00,45415.00,14.90,14495.00,5840.00,6765.00,0.00,0.00
1/04/2003,Dunedin,Backpackers,6.00,275.00,8250.00,82.02,6974.00,4131.00,6767.00,0.00,0.00
1/04/2016,Taupo,Holiday Parks,9.00,1291.00,38730.00,17.47,16749.00,7463.00,6767.00,0.00,0.00
1/10/2014,Queenstown,Holiday Parks,7.00,1101.00,34131.00,19.83,17278.00,8454.00,6767.00,0.00,0.00
1/05/2018,Timaru,Motels,26.00,391.00,12121.00,55.83,10069.00,5656.00,6768.00,0.00,0.00
1/05/2006,Southland,Motels,38.00,549.00,17019.00,39.77,10538.00,6171.00,6768.00,0.00,0.00
1/12/2005,Whakatane-Kawerau,Holiday Parks,5.00,1018.00,31558.00,21.45,19526.00,6730.00,6768.00,0.00,0.00
1/01/2004,Wanaka,Motels,20.00,276.00,8556.00,79.14,15485.00,9392.00,6771.00,0.00,0.00
1/10/2001,Marlborough,Holiday Parks,17.00,1287.00,39897.00,16.98,13506.00,7160.00,6773.00,0.00,0.00
1/01/2012,Ruapehu,Hotels,12.00,478.00,14818.00,45.71,12300.00,7889.00,6774.00,0.00,0.00
1/04/2019,Gisborne,Holiday Parks,11.00,1673.00,50190.00,13.50,19117.00,5629.00,6775.00,0.00,0.00
1/12/2011,Gisborne,Motels,34.00,467.00,14477.00,46.80,13607.00,6810.00,6775.00,0.00,0.00
1/11/2011,Wanaka,Motels,24.00,471.00,14130.00,47.95,13576.00,7919.00,6775.00,0.00,0.00
1/05/2005,Gisborne,Motels,32.00,461.00,14291.00,47.41,11487.00,6918.00,6776.00,0.00,0.00
1/08/2014,Coromandel,Holiday Parks,23.00,3026.00,93806.00,7.22,12948.00,5641.00,6777.00,0.00,0.00
1/12/2010,Nelson-Tasman,Hotels,14.00,462.00,14322.00,47.33,12505.00,7418.00,6779.00,0.00,0.00
1/02/2019,Hurunui,Motels,26.00,386.00,10808.00,62.72,14583.00,9549.00,6779.00,0.00,0.00
1/02/2017,Ruapehu,Hotels,10.00,420.00,11760.00,57.65,12467.00,7300.00,6780.00,0.00,0.00
1/09/2008,Rotorua,Holiday Parks,11.00,1456.00,43680.00,15.52,15089.00,8429.00,6780.00,0.00,0.00
1/08/2016,Hawke's Bay,Hotels,17.00,496.00,15376.00,44.11,11065.00,6725.00,6782.00,0.00,0.00
1/08/2018,Ruapehu,Motels,25.00,533.00,16523.00,41.05,14582.00,8279.00,6782.00,0.00,0.00
1/09/2003,Nelson-Tasman,Holiday Parks,15.00,3292.00,98760.00,6.87,13637.00,6333.00,6783.00,0.00,0.00
1/09/2007,Waikato,Holiday Parks,21.00,1846.00,55380.00,12.25,12554.00,6857.00,6783.00,0.00,0.00
1/12/2006,Fiordland,Motels,22.00,350.00,10850.00,62.52,15062.00,10158.00,6783.00,0.00,0.00
1/09/2002,Gisborne,Motels,30.00,490.00,14700.00,46.15,12242.00,7070.00,6784.00,0.00,0.00
1/09/2003,Gisborne,Motels,30.00,439.00,13170.00,51.51,11845.00,7451.00,6784.00,0.00,0.00
1/04/2006,Wanaka,Backpackers,8.00,423.00,12690.00,53.47,7651.00,3799.00,6785.00,0.00,0.00
1/05/2012,Rotorua,Holiday Parks,12.00,1833.00,56823.00,11.94,13655.00,6895.00,6785.00,0.00,0.00
1/09/2001,Bay of Plenty ,Holiday Parks,22.00,3113.00,93390.00,7.27,12982.00,4886.00,6786.00,0.00,0.00
1/12/2007,Dunedin,Holiday Parks,7.00,583.00,18073.00,37.56,17070.00,10932.00,6788.00,0.00,0.00
1/06/2017,Timaru,Motels,26.00,542.00,16260.00,41.75,10685.00,6615.00,6789.00,0.00,0.00
1/07/2015,Hurunui,Motels,28.00,412.00,12772.00,53.16,15410.00,9498.00,6789.00,0.00,0.00
1/02/2007,Wanaka,Hotels,8.00,338.00,9464.00,71.75,14085.00,8480.00,6790.00,0.00,0.00
1/02/2009,MaCkenzie,Hotels,5.00,397.00,11116.00,61.09,11873.00,0.00,6791.00,0.00,0.00
1/02/2018,Southland,Backpackers,13.00,464.00,12992.00,52.29,7973.00,4325.00,6794.00,0.00,0.00
1/06/2003,Queenstown,Motels,43.00,766.00,22980.00,29.56,16361.00,7400.00,6794.00,0.00,0.00
1/11/2001,Taupo,Holiday Parks,14.00,1671.00,50130.00,13.55,15661.00,10061.00,6794.00,0.00,0.00
1/09/2002,Manawatu,Hotels,23.00,704.00,21120.00,32.17,9726.00,5511.00,6795.00,0.00,0.00
1/10/2006,Taupo,Hotels,10.00,498.00,15438.00,44.01,12723.00,6905.00,6795.00,0.00,0.00
1/06/2016,Nelson-Tasman,Holiday Parks,19.00,3125.00,93750.00,7.25,11137.00,3340.00,6796.00,0.00,0.00
1/11/2010,Bay of Plenty ,Hotels,11.00,458.00,13740.00,49.46,10807.00,5217.00,6796.00,0.00,0.00
1/11/2008,Timaru,Motels,29.00,369.00,11070.00,61.39,12149.00,7315.00,6796.00,0.00,0.00
1/01/2006,MaCkenzie,Motels,17.00,365.00,11315.00,60.06,15531.00,12466.00,6796.00,0.00,0.00
1/04/2019,Manawatu,Hotels,14.00,478.00,14340.00,47.41,10682.00,7153.00,6798.00,0.00,0.00
1/03/2009,Fiordland,Motels,22.00,350.00,10850.00,62.67,13674.00,8516.00,6800.00,0.00,0.00
1/04/2013,Fiordland,Backpackers,7.00,684.00,20520.00,33.15,7184.00,3738.00,6802.00,0.00,0.00
1/11/2014,Ruapehu,Hotels,10.00,539.00,16170.00,42.07,9853.00,5926.00,6802.00,0.00,0.00
1/04/2015,Timaru,Holiday Parks,6.00,758.00,22740.00,29.92,13964.00,4503.00,6804.00,0.00,0.00
1/08/2009,Northland,Holiday Parks,41.00,5338.00,165478.00,4.11,13042.00,7508.00,6804.00,0.00,0.00
1/04/2001,Coromandel,Motels,64.00,668.00,20040.00,33.96,15988.00,9534.00,6805.00,0.00,0.00
1/06/2009,Southland,Motels,41.00,618.00,18540.00,36.71,10307.00,5365.00,6806.00,0.00,0.00
1/07/2002,Queenstown,Holiday Parks,8.00,1524.00,47244.00,14.41,12646.00,4309.00,6807.00,0.00,0.00
1/09/2004,Bay of Plenty ,Holiday Parks,20.00,2811.00,84330.00,8.07,13773.00,5096.00,6807.00,0.00,0.00
1/08/2006,Wanaka,Motels,22.00,253.00,7843.00,86.79,16783.00,5199.00,6807.00,0.00,0.00
1/09/2004,Wanganui,Motels,26.00,476.00,14280.00,47.67,12414.00,6683.00,6807.00,0.00,0.00
1/10/2018,Wanaka,Motels,20.00,338.00,10478.00,64.97,16414.00,8366.00,6807.00,0.00,0.00
1/07/2014,Wanaka,Motels,22.00,344.00,10664.00,63.84,17390.00,5219.00,6808.00,0.00,0.00
1/10/2003,Coromandel,Holiday Parks,22.00,2832.00,87792.00,7.76,14802.00,8370.00,6809.00,0.00,0.00
1/03/2014,MaCkenzie,Holiday Parks,4.00,617.00,19127.00,35.60,14676.00,11139.00,6809.00,0.00,0.00
1/07/2018,Gisborne,Motels,30.00,443.00,13733.00,49.59,11129.00,6297.00,6810.00,0.00,0.00
1/05/2018,Taupo,Hotels,8.00,532.00,16492.00,41.30,12781.00,6567.00,6811.00,0.00,0.00
1/09/2013,Taupo,Hotels,9.00,532.00,15960.00,42.69,11878.00,6219.00,6814.00,0.00,0.00
1/07/2007,Southland,Motels,40.00,589.00,18259.00,37.32,11153.00,6374.00,6814.00,0.00,0.00
1/09/2014,Rotorua,Holiday Parks,10.00,1341.00,40230.00,16.94,15173.00,7031.00,6814.00,0.00,0.00
1/07/2018,Ruapehu,Hotels,8.00,385.00,11935.00,57.09,17288.00,8197.00,6814.00,0.00,0.00
1/02/2002,Wanaka,Backpackers,9.00,438.00,12264.00,55.57,0.00,0.00,6815.00,0.00,0.00
1/11/2016,Waitaki,Motels,22.00,296.00,8880.00,76.74,11340.00,8660.00,6815.00,0.00,0.00
1/08/2004,Manawatu,Hotels,21.00,546.00,16926.00,40.27,9055.00,5590.00,6816.00,0.00,0.00
1/11/2014,Gisborne,Motels,34.00,510.00,15300.00,44.55,11519.00,7271.00,6816.00,0.00,0.00
1/10/2010,Hawke's Bay,Hotels,16.00,522.00,16182.00,42.12,12016.00,7410.00,6816.00,0.00,0.00
1/06/2019,Bay of Plenty ,Hotels,8.00,465.00,13950.00,48.86,11338.00,5278.00,6817.00,0.00,0.00
1/07/2018,Bay of Plenty ,Hotels,8.00,465.00,14415.00,47.29,10292.00,5910.00,6817.00,0.00,0.00
1/08/2004,Timaru,Motels,25.00,292.00,9052.00,75.31,12792.00,6298.00,6817.00,0.00,0.00
1/08/2005,Queenstown,Holiday Parks,8.00,1396.00,43276.00,15.75,16086.00,6613.00,6817.00,0.00,0.00
1/05/2011,Manawatu,Hotels,20.00,544.00,16864.00,40.43,9324.00,5654.00,6818.00,0.00,0.00
1/11/2011,Manawatu,Hotels,20.00,545.00,16350.00,41.71,9713.00,5731.00,6819.00,0.00,0.00
1/07/2008,Ruapehu,Motels,25.00,644.00,19964.00,34.16,19110.00,8240.00,6819.00,0.00,0.00
1/01/2009,Wanaka,Motels,27.00,346.00,10726.00,63.57,16925.00,8769.00,6819.00,0.00,0.00
1/08/2015,Timaru,Motels,27.00,381.00,11811.00,57.75,10731.00,6073.00,6820.00,0.00,0.00
1/09/2019,Ruapehu,Hotels,9.00,402.00,12060.00,56.55,15963.00,9080.00,6820.00,0.00,0.00
1/06/2013,Wanaka,Backpackers,8.00,619.00,18570.00,36.75,7204.00,3180.00,6824.00,0.00,0.00
1/12/2010,Waikato,Backpackers,14.00,584.00,18104.00,37.69,7427.00,4135.00,6824.00,0.00,0.00
1/03/2007,Taranaki,Hotels,13.00,383.00,11873.00,57.47,10070.00,4923.00,6824.00,0.00,0.00
1/02/2016,Southland,Backpackers,10.00,392.00,11368.00,60.03,7495.00,5162.00,6824.00,0.00,0.00
1/04/2017,Ruapehu,Hotels,10.00,420.00,12600.00,54.16,11471.00,6949.00,6824.00,0.00,0.00
1/09/2003,Wanganui,Motels,26.00,478.00,14340.00,47.59,13762.00,6961.00,6824.00,0.00,0.00
1/08/2016,Taupo,Backpackers,14.00,905.00,28055.00,24.33,7529.00,3700.00,6825.00,0.00,0.00
1/03/2018,Gisborne,Holiday Parks,9.00,1484.00,46004.00,14.84,16420.00,4486.00,6826.00,0.00,0.00
1/08/2017,Wanaka,Holiday Parks,6.00,1520.00,47120.00,14.49,11873.00,4694.00,6827.00,0.00,0.00
1/01/2002,Kapiti-Horowhenua,Holiday Parks,9.00,1232.00,38192.00,17.88,15323.00,6550.00,6827.00,0.00,0.00
1/02/2007,Wanaka,Motels,27.00,295.00,8260.00,82.65,14426.00,8121.00,6827.00,0.00,0.00
1/09/2016,Waikato,Holiday Parks,23.00,1989.00,59670.00,11.44,14663.00,8199.00,6827.00,0.00,0.00
1/12/2009,Timaru,Motels,28.00,365.00,11315.00,60.34,14720.00,7838.00,6828.00,0.00,0.00
1/10/2010,Queenstown,Holiday Parks,7.00,1219.00,37789.00,18.07,16757.00,7853.00,6830.00,0.00,0.00
1/11/2015,Manawatu,Hotels,19.00,528.00,15840.00,43.14,9759.00,6858.00,6833.00,0.00,0.00
1/10/2004,Waikato,Holiday Parks,20.00,1808.00,56048.00,12.19,13147.00,7583.00,6833.00,0.00,0.00
1/06/2011,Nelson-Tasman,Holiday Parks,20.00,3610.00,108300.00,6.31,11621.00,4348.00,6834.00,0.00,0.00
1/09/2007,Taupo,Holiday Parks,9.00,1214.00,36420.00,18.76,15426.00,9048.00,6834.00,0.00,0.00
1/03/2012,Ruapehu,Hotels,11.00,466.00,14446.00,47.31,11345.00,8253.00,6835.00,0.00,0.00
1/06/2017,Bay of Plenty ,Hotels,8.00,465.00,13950.00,49.00,10106.00,6005.00,6836.00,0.00,0.00
1/10/2008,Marlborough,Backpackers,21.00,798.00,24738.00,27.64,7580.00,4462.00,6837.00,0.00,0.00
1/09/2013,Manawatu,Hotels,20.00,552.00,16560.00,41.28,9272.00,5395.00,6837.00,0.00,0.00
1/06/2018,Rotorua,Holiday Parks,10.00,1393.00,41790.00,16.36,14367.00,5545.00,6838.00,0.00,0.00
1/01/2009,Kapiti-Horowhenua,Holiday Parks,8.00,963.00,29853.00,22.91,15883.00,9736.00,6840.00,0.00,0.00
1/04/2014,Gisborne,Motels,35.00,520.00,15600.00,43.86,12506.00,7793.00,6842.00,0.00,0.00
1/09/2009,Hawke's Bay,Backpackers,18.00,722.00,21660.00,31.59,7216.00,2072.00,6843.00,0.00,0.00
1/11/2012,Taranaki,Hotels,16.00,467.00,14010.00,48.84,10096.00,5405.00,6843.00,0.00,0.00
1/08/2012,Nelson-Tasman,Backpackers,23.00,1129.00,34999.00,19.56,7349.00,3052.00,6845.00,0.00,0.00
1/08/2005,Marlborough,Backpackers,18.00,719.00,22289.00,30.71,7063.00,3141.00,6846.00,0.00,0.00
1/06/2012,West Coast,Hotels,35.00,1157.00,34710.00,19.72,10187.00,6968.00,6846.00,0.00,0.00
1/01/2001,Waikato,Hotels,29.00,837.00,25947.00,26.38,11082.00,7157.00,6846.00,0.00,0.00
1/12/2015,Taranaki,Hotels,18.00,592.00,18352.00,37.31,11834.00,6182.00,6847.00,0.00,0.00
1/03/2018,Whakatane-Kawerau,Motels,21.00,305.00,9455.00,72.42,13390.00,7310.00,6847.00,0.00,0.00
1/04/2012,Taranaki,Hotels,16.00,467.00,14010.00,48.88,10769.00,5644.00,6848.00,0.00,0.00
1/02/2019,Gisborne,Holiday Parks,11.00,1670.00,46760.00,14.64,15382.00,6068.00,6848.00,0.00,0.00
1/07/2007,Rotorua,Holiday Parks,13.00,1511.00,46841.00,14.62,15530.00,8193.00,6848.00,0.00,0.00
1/04/2002,Southland,Hotels,24.00,481.00,14430.00,47.46,9660.00,5959.00,6849.00,0.00,0.00
1/01/2013,Taranaki,Hotels,16.00,467.00,14477.00,47.32,11580.00,6463.00,6850.00,0.00,0.00
1/03/2009,Taranaki,Holiday Parks,12.00,1267.00,39277.00,17.44,12845.00,5895.00,6851.00,0.00,0.00
1/01/2012,Wanaka,Hotels,9.00,458.00,14198.00,48.25,15473.00,7026.00,6851.00,0.00,0.00
1/01/2016,Waitaki,Motels,23.00,305.00,9455.00,72.47,13790.00,10313.00,6852.00,0.00,0.00
1/04/2015,Central Otago,Holiday Parks,10.00,2386.00,71580.00,9.57,13197.00,5738.00,6853.00,0.00,0.00
1/08/2016,Taranaki,Hotels,18.00,592.00,18352.00,37.34,10510.00,7025.00,6853.00,0.00,0.00
1/06/2016,Hawke's Bay,Hotels,17.00,496.00,14880.00,46.05,11285.00,7253.00,6853.00,0.00,0.00
1/03/2019,Southland,Backpackers,13.00,482.00,14942.00,45.87,8326.00,5304.00,6854.00,0.00,0.00
1/06/2013,Bay of Plenty ,Hotels,9.00,481.00,14430.00,47.50,11200.00,6509.00,6854.00,0.00,0.00
1/12/2010,Taranaki,Holiday Parks,12.00,1199.00,37169.00,18.44,15508.00,6539.00,6854.00,0.00,0.00
1/02/2007,Central Otago,Holiday Parks,11.00,2392.00,66976.00,10.23,15774.00,7042.00,6854.00,0.00,0.00
1/11/2010,Fiordland,Hotels,6.00,565.00,16950.00,40.44,10884.00,6843.00,6855.00,0.00,0.00
1/07/2001,West Coast,Motels,63.00,786.00,24366.00,28.13,15487.00,10927.00,6855.00,0.00,0.00
1/12/2006,Wanaka,Backpackers,8.00,437.00,13547.00,50.62,7657.00,4504.00,6857.00,0.00,0.00
1/07/2006,Southland,Motels,37.00,537.00,16647.00,41.20,12203.00,5916.00,6859.00,0.00,0.00
1/04/2016,Waitaki,Motels,22.00,296.00,8880.00,77.25,12939.00,9664.00,6859.00,0.00,0.00
1/08/2010,Ruapehu,Backpackers,15.00,990.00,30690.00,22.35,8122.00,4310.00,6860.00,0.00,0.00
1/01/2019,Waitaki,Motels,24.00,335.00,10385.00,66.05,13066.00,9788.00,6860.00,0.00,0.00
1/02/2011,Ruapehu,Backpackers,14.00,928.00,25984.00,26.41,7979.00,4049.00,6862.00,0.00,0.00
1/04/2012,Hurunui,Motels,29.00,431.00,12930.00,53.07,15949.00,10209.00,6862.00,0.00,0.00
1/12/2009,Waikato,Backpackers,14.00,571.00,17701.00,38.77,7264.00,4923.00,6863.00,0.00,0.00
1/02/2011,Ruapehu,Hotels,10.00,467.00,13076.00,52.49,10599.00,5530.00,6864.00,0.00,0.00
1/09/2003,Wanaka,Holiday Parks,6.00,1284.00,38520.00,17.82,13536.00,6110.00,6864.00,0.00,0.00
1/09/2009,Manawatu,Hotels,22.00,566.00,16980.00,40.42,11044.00,6135.00,6864.00,0.00,0.00
1/11/2012,Coromandel,Backpackers,18.00,633.00,18990.00,36.15,7124.00,3793.00,6865.00,0.00,0.00
1/03/2009,Taranaki,Hotels,17.00,461.00,14291.00,48.04,10286.00,5691.00,6865.00,0.00,0.00
1/09/2018,Ruapehu,Hotels,9.00,418.00,12540.00,54.74,14678.00,8618.00,6865.00,0.00,0.00
1/08/2018,Rotorua,Holiday Parks,10.00,1393.00,43183.00,15.90,14464.00,5744.00,6866.00,0.00,0.00
1/09/2013,Hawke's Bay,Hotels,16.00,521.00,15630.00,43.93,10323.00,6106.00,6866.00,0.00,0.00
1/12/2006,Taupo,Hotels,10.00,498.00,15438.00,44.47,14254.00,6112.00,6866.00,0.00,0.00
1/05/2007,Rotorua,Holiday Parks,13.00,1511.00,46841.00,14.66,13006.00,6644.00,6866.00,0.00,0.00
1/10/2016,Wanaka,Hotels,8.00,445.00,13795.00,49.78,13728.00,6613.00,6867.00,0.00,0.00
1/08/2002,West Coast,Motels,62.00,818.00,25358.00,27.08,13337.00,9398.00,6867.00,0.00,0.00
1/04/2004,Waikato,Backpackers,15.00,588.00,17640.00,38.94,7645.00,4791.00,6869.00,0.00,0.00
1/09/2019,Hawke's Bay,Holiday Parks,19.00,1431.00,42930.00,16.00,15662.00,4937.00,6869.00,0.00,0.00
1/12/2009,Hawke's Bay,Hotels,14.00,476.00,14756.00,46.55,11920.00,6875.00,6869.00,0.00,0.00
1/03/2004,Taranaki,Holiday Parks,10.00,1030.00,31930.00,21.52,11748.00,4762.00,6871.00,0.00,0.00
1/12/2013,Nelson-Tasman,Hotels,15.00,474.00,14694.00,46.76,12480.00,7003.00,6871.00,0.00,0.00
1/10/2009,Waikato,Holiday Parks,22.00,1928.00,59768.00,11.50,13712.00,7801.00,6871.00,0.00,0.00
1/09/2012,Ruapehu,Backpackers,14.00,975.00,29250.00,23.50,9510.00,4916.00,6873.00,0.00,0.00
1/07/2019,Manawatu,Hotels,14.00,478.00,14818.00,46.41,10650.00,7471.00,6877.00,0.00,0.00
1/01/2014,Fiordland,Motels,20.00,365.00,11315.00,60.78,17054.00,9000.00,6877.00,0.00,0.00
1/05/2018,Manawatu,Hotels,15.00,494.00,15314.00,44.91,9920.00,6329.00,6878.00,0.00,0.00
1/12/2012,Hawke's Bay,Hotels,16.00,520.00,16120.00,42.67,12616.00,7151.00,6878.00,0.00,0.00
1/12/2003,Fiordland,Motels,20.00,311.00,9641.00,71.34,16407.00,9960.00,6878.00,0.00,0.00
1/02/2013,Hurunui,Motels,29.00,431.00,12068.00,56.99,15322.00,11127.00,6878.00,0.00,0.00
